<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;60;20200113;130000;249.6600000;250.7900000;249.3500000;250.0500000;2868920
GAZP;60;20200113;140000;250.0500000;250.2400000;248.5700000;248.7800000;4544190
GAZP;60;20200113;150000;248.8000000;249.4100000;248.5900000;248.6200000;3805670
GAZP;60;20200113;160000;248.6100000;249.9600000;248.5500000;249.3400000;2242460
GAZP;60;20200113;170000;249.3300000;249.9800000;249.0000000;249.7900000;2298540
GAZP;60;20200113;180000;249.8000000;250.4400000;249.6600000;250.2600000;3798300
GAZP;60;20200113;190000;250.2600000;251.5000000;249.9300000;251.5000000;6309200
GAZP;60;20200114;110000;252.0000000;253.2000000;251.2200000;253.0300000;4682130
GAZP;60;20200114;120000;253.0300000;253.1800000;250.5600000;251.2200000;4611230
GAZP;60;20200114;130000;251.2100000;251.7400000;250.9100000;251.5000000;1489970
GAZP;60;20200114;140000;251.4700000;251.6600000;250.8600000;251.3400000;2371350
GAZP;60;20200114;150000;251.2800000;251.3400000;250.0500000;250.7900000;4674320
GAZP;60;20200114;160000;250.8000000;250.9500000;249.1300000;249.3800000;4662210
GAZP;60;20200114;170000;249.3500000;250.1000000;249.0000000;249.9600000;3143160
GAZP;60;20200114;180000;249.9800000;250.7000000;249.7200000;250.2200000;3047570
GAZP;60;20200114;190000;250.2200000;250.9800000;249.9800000;250.0000000;4184710
GAZP;60;20200115;110000;249.5000000;249.8700000;248.7100000;249.3300000;2577200
GAZP;60;20200115;120000;249.2400000;251.2500000;248.3300000;250.9400000;6716020
GAZP;60;20200115;130000;250.9000000;251.5000000;250.0000000;250.0700000;2653990
GAZP;60;20200115;140000;250.0500000;250.4800000;249.2000000;249.2900000;1872600
GAZP;60;20200115;150000;249.2900000;250.4300000;249.0600000;249.4400000;2210210
GAZP;60;20200115;160000;249.4000000;249.9500000;249.2000000;249.5100000;1022890
GAZP;60;20200115;170000;249.4800000;251.0000000;247.7500000;249.8900000;12137930
GAZP;60;20200115;180000;249.9600000;252.5000000;249.1300000;251.9500000;10532910
GAZP;60;20200115;190000;251.9200000;252.0000000;250.7100000;251.3000000;4212430
GAZP;60;20200116;110000;251.8700000;254.4000000;251.5000000;253.4800000;7351750
GAZP;60;20200116;120000;253.4100000;253.9800000;252.8200000;253.6800000;5074040
GAZP;60;20200116;130000;253.6300000;253.8000000;252.3000000;252.9000000;4733320
GAZP;60;20200116;140000;252.9000000;254.3000000;252.6000000;254.0600000;3453780
GAZP;60;20200116;150000;254.1000000;254.3900000;253.2500000;253.4000000;2127800
GAZP;60;20200116;160000;253.4300000;254.2400000;253.2700000;253.7900000;1621500
GAZP;60;20200116;170000;253.8000000;254.5000000;253.4400000;254.0700000;5479510
GAZP;60;20200116;180000;254.0300000;254.5400000;254.0000000;254.1000000;4329850
GAZP;60;20200116;190000;254.1200000;254.3000000;254.0000000;254.2600000;4222860
GAZP;60;20200117;110000;254.7600000;255.6400000;253.8000000;255.4400000;4767230
GAZP;60;20200117;120000;255.4800000;256.2900000;255.1200000;255.9100000;4754820
GAZP;60;20200117;130000;255.9800000;256.4900000;255.3900000;256.0500000;4176270
GAZP;60;20200117;140000;256.0600000;256.6000000;254.1000000;256.1600000;9689140
GAZP;60;20200117;150000;256.1700000;256.6000000;255.4400000;255.7900000;3035070
GAZP;60;20200117;160000;255.7400000;255.9700000;254.8700000;255.1300000;2341740
GAZP;60;20200117;170000;255.0900000;255.3500000;254.8000000;254.9700000;2079570
GAZP;60;20200117;180000;255.0000000;255.5900000;254.8000000;255.2000000;2483460
GAZP;60;20200117;190000;255.1900000;255.8700000;254.8400000;255.3900000;8701310
GAZP;60;20200120;110000;255.6500000;256.1000000;254.1900000;254.7600000;4535540
GAZP;60;20200120;120000;254.8000000;256.0300000;254.7600000;255.5600000;4518310
GAZP;60;20200120;130000;255.5900000;255.6600000;254.4400000;254.7300000;4554450
GAZP;60;20200120;140000;254.7300000;255.0500000;253.8900000;253.9700000;3627290
GAZP;60;20200120;150000;253.9700000;254.5900000;253.7300000;254.5900000;1835260
GAZP;60;20200120;160000;254.5700000;254.5900000;254.1000000;254.3800000;1043660
GAZP;60;20200120;170000;254.3800000;254.4500000;253.7500000;254.0100000;1795470
GAZP;60;20200120;180000;254.0100000;254.0500000;253.2600000;253.4000000;2591280
GAZP;60;20200120;190000;253.3900000;254.0900000;253.0100000;253.5000000;5456210
GAZP;60;20200121;110000;253.3700000;253.4000000;252.0000000;252.2800000;4086370
GAZP;60;20200121;120000;252.2500000;252.2500000;251.4400000;252.0900000;3972710
GAZP;60;20200121;130000;252.0900000;252.4800000;251.1900000;251.2400000;3968250
GAZP;60;20200121;140000;251.2400000;251.7200000;251.0100000;251.2500000;2216810
GAZP;60;20200121;150000;251.2200000;251.5400000;250.9400000;251.2100000;1884240
GAZP;60;20200121;160000;251.2100000;251.7700000;251.1500000;251.6300000;2357020
GAZP;60;20200121;170000;251.6100000;251.9000000;250.8800000;251.3700000;2180690
GAZP;60;20200121;180000;251.3400000;252.8300000;251.3400000;252.8000000;3537090
GAZP;60;20200121;190000;252.7500000;252.9900000;252.1600000;252.9900000;2670430
GAZP;60;20200122;110000;252.8100000;253.3900000;251.5300000;251.6300000;3456780
GAZP;60;20200122;120000;251.7000000;252.2900000;251.2500000;251.4400000;2599230
GAZP;60;20200122;130000;251.3700000;251.8400000;250.3800000;250.4900000;4747770
GAZP;60;20200122;140000;250.4900000;251.1000000;250.0600000;250.5800000;2420640
GAZP;60;20200122;150000;250.5800000;250.6600000;250.0300000;250.3400000;3383570
GAZP;60;20200122;160000;250.3200000;250.6000000;250.0800000;250.2300000;3135170
GAZP;60;20200122;170000;250.2000000;250.4100000;249.4000000;249.6000000;4200640
GAZP;60;20200122;180000;249.6200000;250.3400000;249.2500000;249.3600000;5605160
GAZP;60;20200122;190000;249.4000000;249.4100000;248.1000000;248.1000000;9276300
GAZP;60;20200123;110000;246.9000000;247.6600000;245.0000000;246.8400000;8073310
GAZP;60;20200123;120000;246.8200000;247.2300000;245.1000000;245.8400000;10251470
GAZP;60;20200123;130000;245.8300000;246.0300000;245.0000000;245.0600000;8373050
GAZP;60;20200123;140000;245.0700000;245.3500000;243.5700000;244.1500000;9519670
GAZP;60;20200123;150000;244.1500000;245.1500000;243.6200000;244.3700000;5299620
GAZP;60;20200123;160000;244.3300000;244.8900000;243.8500000;244.0600000;2949880
GAZP;60;20200123;170000;244.0600000;244.3400000;242.5200000;242.6200000;5478200
GAZP;60;20200123;180000;242.6100000;242.6500000;240.1600000;240.4300000;10612710
GAZP;60;20200123;190000;240.5200000;240.5600000;239.0100000;239.3000000;13096750
GAZP;60;20200124;110000;240.1200000;243.2500000;240.1200000;241.0600000;10443300
GAZP;60;20200124;120000;241.1100000;241.9300000;240.5100000;241.1200000;5897120
GAZP;60;20200124;130000;241.1700000;241.2800000;240.5200000;240.6400000;3228140
GAZP;60;20200124;140000;240.6800000;240.6800000;235.2800000;236.1000000;14049260
GAZP;60;20200124;150000;236.1000000;241.9600000;236.0100000;241.1100000;12676480
GAZP;60;20200124;160000;241.1900000;242.3700000;239.2200000;239.5000000;8585990
GAZP;60;20200124;170000;239.5000000;241.5400000;238.8700000;239.9700000;3986460
GAZP;60;20200124;180000;239.9700000;240.0400000;237.3000000;239.0000000;5190360
GAZP;60;20200124;190000;239.0000000;239.4000000;237.6000000;237.9500000;4936930
GAZP;60;20200127;110000;235.0100000;235.4000000;232.1500000;233.8100000;14370250
GAZP;60;20200127;120000;233.8800000;235.1100000;233.7300000;233.9500000;9153670
GAZP;60;20200127;130000;233.9400000;234.1000000;232.2000000;232.2000000;7240160
GAZP;60;20200127;140000;232.2100000;232.3000000;230.1500000;230.7200000;16959490
GAZP;60;20200127;150000;230.7200000;231.6900000;229.8200000;231.6000000;16751500
GAZP;60;20200127;160000;231.6000000;231.7400000;230.5800000;230.9800000;5945820
GAZP;60;20200127;170000;230.9300000;231.0000000;229.9000000;230.2400000;8550750
GAZP;60;20200127;180000;230.2400000;230.9500000;229.6500000;230.7900000;16891870
GAZP;60;20200127;190000;230.7900000;232.3100000;230.2700000;230.9600000;9084710
GAZP;60;20200128;110000;232.6100000;233.6000000;231.3500000;233.0200000;10026570
GAZP;60;20200128;120000;233.0200000;233.0400000;230.2300000;230.6300000;8242840
GAZP;60;20200128;130000;230.6100000;232.6100000;229.0000000;231.8400000;12763860
GAZP;60;20200128;140000;231.8300000;234.9000000;231.4300000;233.8000000;12233860
GAZP;60;20200128;150000;233.8000000;234.6800000;232.6200000;234.6800000;5260560
GAZP;60;20200128;160000;234.6400000;237.5900000;234.5000000;236.9600000;15133860
GAZP;60;20200128;170000;236.9600000;237.2000000;234.8000000;235.0000000;6983740
GAZP;60;20200128;180000;234.9900000;235.7500000;233.5000000;234.1500000;8439240
GAZP;60;20200128;190000;234.1800000;235.4900000;234.0000000;235.0000000;6321360
GAZP;60;20200129;110000;236.9000000;236.9300000;235.0600000;236.4600000;7328950
GAZP;60;20200129;120000;236.4700000;237.3600000;235.4000000;235.9700000;6400390
GAZP;60;20200129;130000;235.9700000;236.0300000;235.0000000;235.3400000;5561050
GAZP;60;20200129;140000;235.3700000;236.6400000;235.1700000;236.0200000;3830340
GAZP;60;20200129;150000;236.0200000;236.2000000;235.1000000;235.2000000;2959910
GAZP;60;20200129;160000;235.2100000;235.2400000;233.3100000;233.5700000;6591850
GAZP;60;20200129;170000;233.6100000;233.9800000;232.1100000;232.9600000;8351870
GAZP;60;20200129;180000;232.9800000;233.0800000;231.9300000;231.9600000;5616670
GAZP;60;20200129;190000;231.9600000;232.7300000;231.3000000;232.0000000;5948570
GAZP;60;20200130;110000;230.7000000;231.3800000;229.4500000;230.3900000;7452700
GAZP;60;20200130;120000;230.3800000;231.4300000;229.7100000;230.9200000;4376080
GAZP;60;20200130;130000;230.9100000;231.3700000;230.4300000;231.3600000;3038020
GAZP;60;20200130;140000;231.3300000;231.3500000;229.8800000;230.7300000;4312530
GAZP;60;20200130;150000;230.7800000;230.8600000;230.1600000;230.4800000;3877870
GAZP;60;20200130;160000;230.4800000;231.3800000;230.4000000;230.8900000;2698060
GAZP;60;20200130;170000;230.8600000;232.4800000;230.8500000;231.6300000;4391580
GAZP;60;20200130;180000;231.5500000;232.4900000;230.5000000;231.7600000;6356270
GAZP;60;20200130;190000;231.7600000;232.4200000;231.5000000;231.5300000;4948450
GAZP;60;20200131;110000;232.5300000;233.7900000;231.5500000;231.8000000;5490480
GAZP;60;20200131;120000;231.8000000;232.0800000;230.6000000;231.0000000;5233450
GAZP;60;20200131;130000;230.9500000;231.3500000;229.3000000;230.0500000;13476680
GAZP;60;20200131;140000;230.0500000;230.1700000;227.5500000;228.5700000;14882750
GAZP;60;20200131;150000;228.5800000;229.0700000;226.8000000;227.1200000;7997690
GAZP;60;20200131;160000;227.1200000;228.4300000;226.9000000;227.0700000;5581410
GAZP;60;20200131;170000;227.1000000;227.9500000;226.9000000;227.7500000;3250260
GAZP;60;20200131;180000;227.7500000;228.3400000;227.1200000;227.6000000;4946620
GAZP;60;20200131;190000;227.6000000;227.7400000;226.5700000;226.7000000;9405580
GAZP;60;20200203;110000;223.8100000;226.8700000;223.8000000;225.3700000;9485820
GAZP;60;20200203;120000;225.4000000;226.6100000;225.0700000;226.1000000;5525040
GAZP;60;20200203;130000;226.0900000;227.5900000;225.8100000;226.2700000;4697890
GAZP;60;20200203;140000;226.2400000;227.4200000;226.0500000;226.4900000;2550510
GAZP;60;20200203;150000;226.4500000;227.2300000;226.3000000;226.7400000;3509850
GAZP;60;20200203;160000;226.7400000;226.8000000;226.1200000;226.8000000;3676030
GAZP;60;20200203;170000;226.8000000;229.9800000;226.5000000;227.8100000;10375870
GAZP;60;20200203;180000;227.8100000;229.3300000;227.4200000;228.8900000;5856410
GAZP;60;20200203;190000;228.9400000;229.5900000;227.6400000;227.6400000;7895520
GAZP;60;20200204;110000;228.4700000;229.2900000;227.0100000;227.2400000;5844130
GAZP;60;20200204;120000;227.2400000;228.3000000;226.6500000;228.2900000;3796980
GAZP;60;20200204;130000;228.2800000;228.5200000;227.4200000;227.7500000;3878970
GAZP;60;20200204;140000;227.7700000;228.9000000;227.5800000;228.8600000;5878410
GAZP;60;20200204;150000;228.8900000;229.3000000;228.5900000;228.7300000;4415350
GAZP;60;20200204;160000;228.7400000;229.9000000;228.5000000;229.7900000;4765920
GAZP;60;20200204;170000;229.7900000;231.0800000;229.6500000;230.4700000;6807730
GAZP;60;20200204;180000;230.4500000;230.4800000;229.5800000;230.0400000;4019920
GAZP;60;20200204;190000;230.0300000;230.8000000;229.9000000;230.5000000;5893810
GAZP;60;20200205;110000;230.8900000;230.9800000;228.8000000;229.7000000;4220390
GAZP;60;20200205;120000;229.7000000;235.1800000;229.4700000;233.4300000;15250610
GAZP;60;20200205;130000;233.4500000;234.9900000;233.2500000;234.1500000;11545050
GAZP;60;20200205;140000;234.1500000;234.8100000;233.8000000;234.5100000;4255650
GAZP;60;20200205;150000;234.5700000;235.7300000;234.0300000;234.5400000;6770100
GAZP;60;20200205;160000;234.4700000;234.9200000;234.0300000;234.3300000;2288940
GAZP;60;20200205;170000;234.3100000;234.6600000;233.0200000;234.0100000;6821250
GAZP;60;20200205;180000;234.0400000;234.7700000;233.5300000;234.5000000;4279130
GAZP;60;20200205;190000;234.4900000;234.6800000;232.5600000;232.5600000;6254410
GAZP;60;20200206;110000;234.0400000;236.0000000;233.7700000;234.8500000;5942100
GAZP;60;20200206;120000;234.8500000;235.4400000;233.4000000;234.6600000;6029740
GAZP;60;20200206;130000;234.6100000;234.6500000;232.7700000;233.1800000;4968710
GAZP;60;20200206;140000;233.1600000;233.3100000;231.4100000;231.5400000;4923000
GAZP;60;20200206;150000;231.5700000;231.9200000;231.0700000;231.7400000;4579230
GAZP;60;20200206;160000;231.7200000;232.6000000;230.5700000;231.2600000;3718250
GAZP;60;20200206;170000;231.2600000;231.3400000;230.3800000;230.6100000;2229340
GAZP;60;20200206;180000;230.5500000;231.5000000;230.1500000;231.4800000;4181760
GAZP;60;20200206;190000;231.4800000;231.9800000;230.6400000;231.3800000;5989340
GAZP;60;20200207;110000;232.3800000;233.3900000;230.3900000;231.7300000;6517720
GAZP;60;20200207;120000;231.6600000;232.2900000;229.5400000;229.5700000;5760320
GAZP;60;20200207;130000;229.6000000;230.6000000;229.1500000;230.0300000;7413550
GAZP;60;20200207;140000;230.0900000;230.2500000;227.4000000;227.4300000;9335830
GAZP;60;20200207;150000;227.4300000;228.5600000;227.1400000;227.8500000;3168930
GAZP;60;20200207;160000;227.8300000;228.3300000;227.6000000;227.8800000;2339970
GAZP;60;20200207;170000;227.8800000;229.2900000;227.4900000;228.1300000;3693760
GAZP;60;20200207;180000;228.1200000;229.0500000;227.8300000;228.2700000;5816820
GAZP;60;20200207;190000;228.2600000;229.1500000;228.0100000;229.1100000;5603000
GAZP;60;20200210;110000;228.5800000;229.7500000;226.8100000;228.7100000;6391680
GAZP;60;20200210;120000;228.7100000;228.7500000;225.7100000;226.6100000;11362560
GAZP;60;20200210;130000;226.6400000;227.3400000;225.2600000;225.9800000;6154980
GAZP;60;20200210;140000;225.9600000;226.2600000;225.2500000;225.5000000;5242000
GAZP;60;20200210;150000;225.5000000;226.3000000;225.1000000;225.5900000;3561120
GAZP;60;20200210;160000;225.6500000;226.1500000;225.3500000;225.5800000;1375110
GAZP;60;20200210;170000;225.5800000;225.8200000;224.5600000;224.7400000;5840840
GAZP;60;20200210;180000;224.7000000;225.9500000;224.4100000;225.5500000;5047050
GAZP;60;20200210;190000;225.5500000;226.0000000;225.2000000;225.2000000;5491230
GAZP;60;20200211;110000;226.5600000;228.2500000;226.0100000;227.4000000;8253280
GAZP;60;20200211;120000;227.3400000;227.3700000;226.1800000;227.0300000;7480430
GAZP;60;20200211;130000;227.0600000;228.6300000;226.8000000;228.0700000;5663280
GAZP;60;20200211;140000;228.0800000;228.3900000;227.5600000;228.1500000;1744360
GAZP;60;20200211;150000;228.1300000;229.1700000;228.0500000;228.8500000;4842750
GAZP;60;20200211;160000;228.8200000;229.8000000;228.5800000;228.8300000;6304420
GAZP;60;20200211;170000;228.8400000;229.2000000;228.0000000;228.2300000;4423470
GAZP;60;20200211;180000;228.2300000;236.1800000;228.0400000;233.6700000;42397290
GAZP;60;20200211;190000;233.6700000;235.7600000;233.6400000;233.9000000;14438560
GAZP;60;20200212;110000;235.2000000;238.9000000;234.5600000;238.4000000;24131890
GAZP;60;20200212;120000;238.4000000;239.7400000;237.1800000;238.8900000;13231520
GAZP;60;20200212;130000;238.8900000;239.8000000;238.6200000;239.1200000;11467650
GAZP;60;20200212;140000;239.1300000;239.4700000;238.3600000;238.8400000;6529880
GAZP;60;20200212;150000;238.8400000;238.9400000;237.6000000;237.7300000;3981750
GAZP;60;20200212;160000;237.8000000;238.0800000;236.7000000;237.5700000;5254990
GAZP;60;20200212;170000;237.5700000;237.9900000;236.1300000;236.8800000;6553930
GAZP;60;20200212;180000;236.8500000;237.6500000;236.2600000;236.7300000;4339570
GAZP;60;20200212;190000;236.7300000;238.4500000;236.5800000;238.0300000;7647140
GAZP;60;20200213;110000;236.9000000;237.9800000;236.0100000;236.4800000;6649430
GAZP;60;20200213;120000;236.4800000;237.2000000;235.0000000;235.9300000;6918550
GAZP;60;20200213;130000;235.8900000;236.1000000;234.0100000;234.5000000;7031140
GAZP;60;20200213;140000;234.5000000;235.6500000;233.7000000;235.4000000;4872410
GAZP;60;20200213;150000;235.4900000;235.5000000;234.3700000;235.1800000;1804730
GAZP;60;20200213;160000;235.1800000;235.3700000;234.2700000;234.5400000;2195390
GAZP;60;20200213;170000;234.5400000;235.3400000;234.0100000;234.9300000;2556320
GAZP;60;20200213;180000;234.9800000;235.5200000;234.1400000;234.2600000;4301480
GAZP;60;20200213;190000;234.2600000;234.4900000;233.5500000;233.5500000;5620150
GAZP;60;20200214;110000;233.7900000;235.4000000;233.6000000;234.6200000;4431390
GAZP;60;20200214;120000;234.6000000;234.6200000;231.8000000;232.0000000;8448890
GAZP;60;20200214;130000;232.0000000;232.2800000;230.9100000;231.5500000;5083480
GAZP;60;20200214;140000;231.6400000;233.6000000;231.4400000;232.9500000;4819850
GAZP;60;20200214;150000;232.9400000;233.2200000;231.9200000;232.1200000;2738370
GAZP;60;20200214;160000;232.1100000;233.2100000;232.0000000;232.9300000;1550220
GAZP;60;20200214;170000;232.9200000;233.4500000;231.9900000;232.2900000;1857660
GAZP;60;20200214;180000;232.2500000;232.8200000;231.4600000;231.4600000;2449670
GAZP;60;20200214;190000;231.4800000;232.9000000;231.4000000;232.5000000;2959850
GAZP;60;20200217;110000;233.4000000;234.5600000;233.2700000;233.8100000;3638450
GAZP;60;20200217;120000;233.9000000;233.9500000;232.2700000;232.4300000;3512320
GAZP;60;20200217;130000;232.4900000;233.1900000;231.9100000;233.1900000;1907990
GAZP;60;20200217;140000;233.1900000;234.0700000;232.8400000;232.9000000;1666390
GAZP;60;20200217;150000;232.9500000;233.1300000;232.5000000;232.6400000;1391750
GAZP;60;20200217;160000;232.6400000;233.1800000;232.2600000;233.0200000;2222820
GAZP;60;20200217;170000;233.0200000;233.1600000;232.5000000;232.8500000;1293030
GAZP;60;20200217;180000;232.8200000;233.6200000;232.6800000;233.5000000;2297390
GAZP;60;20200217;190000;233.5200000;233.9200000;233.4000000;233.7500000;2595130
GAZP;60;20200218;110000;232.9700000;233.2800000;231.7000000;232.2500000;4349330
GAZP;60;20200218;120000;232.2500000;232.3000000;231.7500000;232.1700000;2372090
GAZP;60;20200218;130000;232.1600000;232.1700000;231.5000000;231.7000000;2186810
GAZP;60;20200218;140000;231.6600000;232.0700000;231.2800000;231.5000000;1743670
GAZP;60;20200218;150000;231.4400000;231.7100000;230.5700000;230.7400000;2318360
GAZP;60;20200218;160000;230.7500000;231.0000000;230.1000000;230.2800000;4307140
GAZP;60;20200218;170000;230.2800000;230.9000000;229.8000000;230.3500000;3878440
GAZP;60;20200218;180000;230.3700000;231.7900000;230.3300000;231.4600000;3550310
GAZP;60;20200218;190000;231.4700000;231.4900000;230.0000000;230.5000000;6116130
GAZP;60;20200219;110000;231.8400000;233.5000000;231.2100000;232.6400000;5359930
GAZP;60;20200219;120000;232.6600000;232.9400000;231.8000000;231.9900000;2694600
GAZP;60;20200219;130000;231.9900000;232.1800000;231.5000000;231.6700000;2191580
GAZP;60;20200219;140000;231.6700000;231.9200000;231.5000000;231.8000000;2135490
GAZP;60;20200219;150000;231.8000000;231.9000000;230.7100000;231.4800000;3402570
GAZP;60;20200219;160000;231.5400000;232.6500000;231.2800000;231.7000000;2316070
GAZP;60;20200219;170000;231.7000000;232.0700000;231.0100000;232.0000000;1700420
GAZP;60;20200219;180000;232.0300000;232.4200000;231.5100000;232.2200000;1950520
GAZP;60;20200219;190000;232.2100000;232.3100000;231.7600000;231.9000000;2632650
GAZP;60;20200220;110000;232.5500000;234.1600000;232.0000000;234.1000000;4688920
GAZP;60;20200220;120000;234.1000000;235.5000000;233.8300000;234.7600000;8096830
GAZP;60;20200220;130000;234.7600000;234.8000000;234.0200000;234.3900000;1323170
GAZP;60;20200220;140000;234.4000000;235.7500000;234.3700000;234.9700000;3784890
GAZP;60;20200220;150000;234.9400000;235.3500000;234.6800000;234.9100000;1432700
GAZP;60;20200220;160000;234.9700000;235.5000000;234.9000000;235.4500000;2214930
GAZP;60;20200220;170000;235.4500000;235.6700000;234.5300000;235.1600000;2772010
GAZP;60;20200220;180000;235.1800000;235.4900000;234.4000000;235.1300000;5557180
GAZP;60;20200220;190000;235.1300000;235.1900000;234.6000000;234.6000000;3676470
GAZP;60;20200221;110000;233.2000000;233.7700000;232.4200000;232.6100000;5839860
GAZP;60;20200221;120000;232.6700000;233.6100000;231.6100000;233.3500000;7116680
GAZP;60;20200221;130000;233.3900000;233.5500000;232.0800000;232.3400000;2560670
GAZP;60;20200221;140000;232.3200000;233.1900000;232.2500000;232.4200000;1809860
GAZP;60;20200221;150000;232.4500000;232.6000000;232.0100000;232.2500000;1829190
GAZP;60;20200221;160000;232.2100000;233.4500000;232.0500000;233.0200000;2328300
GAZP;60;20200221;170000;233.0500000;233.2400000;232.5100000;232.9200000;1087520
GAZP;60;20200221;180000;232.9200000;233.1000000;232.2100000;232.7900000;2328600
GAZP;60;20200221;190000;232.7800000;232.9700000;232.0000000;232.0000000;4713050
GAZP;60;20200225;110000;227.9900000;229.5700000;227.2000000;227.7700000;10180500
GAZP;60;20200225;120000;227.7800000;230.0600000;227.1500000;228.4900000;7759870
GAZP;60;20200225;130000;228.4900000;228.8400000;227.8800000;227.9100000;2823870
GAZP;60;20200225;140000;227.9100000;228.3700000;226.7300000;227.1100000;6625270
GAZP;60;20200225;150000;227.1400000;227.4400000;226.1300000;226.7200000;5418650
GAZP;60;20200225;160000;226.7200000;227.4000000;226.6000000;227.1200000;2159310
GAZP;60;20200225;170000;227.1600000;227.2000000;226.5200000;226.8000000;2438700
GAZP;60;20200225;180000;226.7800000;227.1600000;226.0000000;226.4000000;4752780
GAZP;60;20200225;190000;226.3300000;226.8900000;224.6800000;224.6800000;9730840
GAZP;60;20200226;110000;223.3200000;223.6800000;221.5800000;223.1900000;10406250
GAZP;60;20200226;120000;223.2500000;225.0000000;222.7000000;223.3300000;7660370
GAZP;60;20200226;130000;223.3600000;223.3600000;220.8100000;222.0500000;8862900
GAZP;60;20200226;140000;222.0200000;223.2800000;222.0000000;222.3500000;3209180
GAZP;60;20200226;150000;222.3500000;224.3400000;222.2300000;223.8100000;4866270
GAZP;60;20200226;160000;223.8000000;224.2500000;223.3700000;224.0300000;3585940
GAZP;60;20200226;170000;224.0300000;225.1500000;223.6500000;224.2900000;7102150
GAZP;60;20200226;180000;224.2300000;225.4700000;223.5000000;225.0100000;9669600
GAZP;60;20200226;190000;225.0300000;225.2000000;224.2500000;224.7600000;8214400
GAZP;60;20200227;110000;220.9900000;223.4000000;220.9800000;222.3700000;8268310
GAZP;60;20200227;120000;222.3700000;223.0300000;221.7600000;222.4700000;5885580
GAZP;60;20200227;130000;222.5000000;223.0300000;221.6500000;221.7000000;3522530
GAZP;60;20200227;140000;221.7000000;222.0000000;221.1200000;221.2600000;3949530
GAZP;60;20200227;150000;221.2500000;221.5900000;220.1400000;220.3600000;7586990
GAZP;60;20200227;160000;220.3000000;221.1000000;217.7000000;218.0000000;13319770
GAZP;60;20200227;170000;218.0000000;218.8800000;216.8500000;217.9700000;13585870
GAZP;60;20200227;180000;217.9700000;218.9000000;216.8000000;218.5500000;12525570
GAZP;60;20200227;190000;218.5400000;218.9700000;216.8100000;217.5000000;13966430
GAZP;60;20200228;110000;210.0000000;211.9700000;202.3700000;205.7500000;47264310
GAZP;60;20200228;120000;205.6300000;209.6700000;204.1000000;206.8600000;21609380
GAZP;60;20200228;130000;206.8600000;207.3500000;201.2300000;204.1700000;18300440
GAZP;60;20200228;140000;204.0900000;206.6300000;203.7000000;206.2700000;11569490
GAZP;60;20200228;150000;206.2700000;208.0700000;205.6500000;206.8500000;9758170
GAZP;60;20200228;160000;206.8000000;209.2000000;205.5000000;208.4800000;10041700
GAZP;60;20200228;170000;208.5900000;208.6500000;205.4100000;206.2800000;7612130
GAZP;60;20200228;180000;206.2000000;206.4000000;202.5000000;203.1400000;15581490
GAZP;60;20200228;190000;203.1400000;203.1500000;200.5700000;202.6500000;27140780
GAZP;60;20200302;110000;207.9900000;210.9500000;206.1500000;210.5000000;19642110
GAZP;60;20200302;120000;210.4200000;211.9900000;209.0500000;209.1500000;12007500
GAZP;60;20200302;130000;209.1400000;209.7000000;207.0000000;208.0700000;10002700
GAZP;60;20200302;140000;208.0900000;209.0000000;206.7200000;206.8000000;6303080
GAZP;60;20200302;150000;206.7700000;206.9600000;201.3700000;201.8100000;13153730
GAZP;60;20200302;160000;201.8700000;202.4600000;195.5100000;199.7900000;39918730
GAZP;60;20200302;170000;199.7900000;200.6900000;196.6000000;200.3400000;15099440
GAZP;60;20200302;180000;200.4100000;204.0000000;199.0000000;200.2500000;18226670
GAZP;60;20200302;190000;200.2100000;200.4900000;197.3800000;198.7800000;17059700
GAZP;60;20200303;110000;204.7800000;205.2700000;200.8300000;203.2600000;13416330
GAZP;60;20200303;120000;203.2100000;205.0900000;202.0200000;202.9700000;14084730
GAZP;60;20200303;130000;202.9000000;202.9300000;201.0900000;202.7600000;7268900
GAZP;60;20200303;140000;202.7700000;202.7900000;201.1000000;202.3100000;6712050
GAZP;60;20200303;150000;202.3300000;202.7800000;200.2500000;201.2700000;8219640
GAZP;60;20200303;160000;201.2200000;204.0000000;201.0800000;201.9700000;7879700
GAZP;60;20200303;170000;201.9600000;202.3500000;200.0000000;201.6600000;7953600
GAZP;60;20200303;180000;201.5800000;201.9300000;198.0000000;198.5100000;15691890
GAZP;60;20200303;190000;198.4800000;203.4400000;198.0800000;201.4800000;22973130
GAZP;60;20200304;110000;199.9000000;200.6600000;198.2800000;200.1500000;9712800
GAZP;60;20200304;120000;200.1300000;201.1100000;199.2000000;200.7300000;9164970
GAZP;60;20200304;130000;200.8000000;203.2500000;200.5600000;202.4000000;8892420
GAZP;60;20200304;140000;202.3700000;204.4200000;201.7800000;203.3300000;8299730
GAZP;60;20200304;150000;203.3200000;203.6000000;202.1900000;202.9900000;4533390
GAZP;60;20200304;160000;203.0000000;203.9800000;202.5300000;202.6700000;4127910
GAZP;60;20200304;170000;202.6700000;203.1800000;201.7000000;202.3500000;7035210
GAZP;60;20200304;180000;202.3500000;203.2000000;200.1000000;200.6700000;11791170
GAZP;60;20200304;190000;200.6700000;201.4300000;199.7500000;200.0000000;15064310
